Carpeta;Nombre del archivo;Planta;Enfermedad Inglés;Saludable;Planta_Estado;Planta Español;Planta_Estado_Español;Nombre traducido por GPT;Nombre Coloquial en Colombia;Nombre Coloquial en TV
Strawberry__healthy;ee80b097-e9de-45ef-8c65-69b03a67c809___RS_HL 2152.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;288fa688-aee7-445a-9a90-427969c7fdb4___RS_HL 4456.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;0d9c97af-4a3e-41f5-9c42-534898ea1688___RS_HL 4375.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;788c9f33-f3aa-4cd6-af6b-000be785352c___RS_HL 4405.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;ef5cbfe5-8ba7-4291-8246-27219808808a___RS_HL 1842.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;5455791a-eeab-4665-841c-a38e68058b54___RS_HL 2135.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;24077dde-8ba8-4a61-ba95-92958347da79___RS_HL 2233.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;9435833a-129a-4fe6-830c-e2447faccdc6___RS_HL 4537.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;873c27c3-fcf9-4ad1-bcfa-9865b2c76922___RS_HL 4422.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;11ffeee8-fc5b-416a-bc86-c7a66e868181___RS_HL 2138.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;e4c52c2f-1524-4e9f-b26f-0a15023d487f___RS_HL 1727.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;efbbf9ee-e60d-4522-9711-f92ae6e7adea___RS_HL 4586.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;a8d7bf99-7163-49e1-a1b7-45ce12b4dc6c___RS_HL 4526.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;a1eddbee-09c4-4671-b079-b9ad9cdfbd46___RS_HL 1667.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;77c79af8-cfa3-447a-8780-55f9c3836a12___RS_HL 4509.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;d94430d8-1f02-41c5-97b0-2fefd03ae088___RS_HL 4871.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;29a3e391-c98b-4fff-a03e-41257d067884___RS_HL 2057.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;a845e8b5-bd7a-4438-8936-e3191d2d3ba5___RS_HL 1653.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;2f8b9436-12dd-40d2-9301-3a14eff854dc___RS_HL 1733.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;fda1f4a2-1416-4f18-a09d-063335c3c58b___RS_HL 1866.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;6c08a905-65f4-4733-9e6a-081844b9f9a7___RS_HL 2029.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;60e9ea3a-fc7a-44ba-8875-1917ac056e5c___RS_HL 4381.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;373b483b-022f-4de0-8907-2b485aca6184___RS_HL 4491.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;70eb8903-7f36-4787-85db-9c12dc2e02be___RS_HL 2100.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;4e4798cc-ae7d-4480-8c7d-2818b2b6a8fa___RS_HL 4417.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;2e89b7fa-24b0-48dd-8f2e-ec9c13b93b05___RS_HL 1992.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;1788478b-7aac-4ec3-b249-e1d145a39980___RS_HL 2172.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;5341c472-2e30-4db3-a067-909d7d84bbe4___RS_HL 1818.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;61c8f6ba-9074-44c7-852b-4f34032a6b5e___RS_HL 1721.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;c3d65977-d35a-4f0f-9e36-bf36f4dbdee8___RS_HL 2214.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;08ac4a71-35c5-45c5-8e49-20427b6e53db___RS_HL 4362.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;c4605ff1-113a-4d78-b318-e301d80c0b7d___RS_HL 1644.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;f755c827-8e42-4cc1-a8fa-30951a9fc91c___RS_HL 2095.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;67db4fa4-922e-47f8-bf79-7dbb87adf47b___RS_HL 1986.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;ec906a90-7da2-420f-a3ab-5a67979868ee___RS_HL 2075.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;f058c607-09ac-4fe6-ad0f-c957d48bb0ed___RS_HL 4348.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;88c5dda1-d947-44bc-a3e7-a954070ab87f___RS_HL 4731.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;3fef560f-5660-4e47-bc07-7a847ceb6a3f___RS_HL 4740.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;e3334bf3-0c75-49c1-a445-90e5525249e3___RS_HL 1759.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;0e527d62-de6c-4ab5-bb49-f7a6686d207b___RS_HL 4808.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;fd530597-32df-4d80-bae0-4af7a8ebcb92___RS_HL 4771.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;a2a51632-4ca8-4579-8a75-f2b4188e1f59___RS_HL 2181.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;b0396a65-963b-4a4b-86eb-70f46b38752e___RS_HL 4678.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;941bf773-f9a3-4807-b742-496cc43913f4___RS_HL 4851.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;640bb1de-c435-49a6-9784-30c1e0770a26___RS_HL 1685.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;d564ec62-6533-4d66-98d6-f60f097d8f6c___RS_HL 4824.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;d50fa8fa-015b-41f6-a2aa-18efcf041f6e___RS_HL 2188.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;b4db91ed-57d5-4498-80de-c664a279c7d1___RS_HL 1970.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;1ec65a98-9f03-4523-90c1-a0d1e238b5a8___RS_HL 4428.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;26d742d2-76d6-41bb-ba8e-ea068793d74c___RS_HL 4334.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;c0092f7a-c2b9-4895-81eb-9529963ea364___RS_HL 1758.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;d451b14d-8338-47e7-9505-1797ae645742___RS_HL 1976.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;786744bd-7252-4dec-b86a-b2ecfaa0b33f___RS_HL 4874.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;d07e9834-ac76-4390-9463-cbef9d0269da___RS_HL 1736.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;de5c0c35-f697-421f-8f4f-937185e6a803___RS_HL 4786.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;71d3e6d6-4810-4fbe-9b58-ff339b0a62ab___RS_HL 1751.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;fea9a141-9561-4508-bd7d-49cd9412bd2f___RS_HL 1624.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;e25be174-f4b9-453e-9287-faae83c62ff4___RS_HL 2025.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;675d6618-29f2-41e7-8b0b-d7facdf9cd67___RS_HL 2105.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;cd58ce68-c194-4171-aedb-2525d0c0d813___RS_HL 4612.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;4d5733cd-e68e-4fd8-9587-aaaf9502934b___RS_HL 4466.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;fe9084a4-e32b-4d45-8249-db682f4c6ca8___RS_HL 1779.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;a32f24fa-91ce-42dd-b786-5e4ed4f2d037___RS_HL 4501.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;8df11a1a-0e18-4757-848b-e3901e9fbd2f___RS_HL 1626.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;a48c8384-32d8-45d2-a734-7224569a40d3___RS_HL 1695.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;bf22767d-2690-40b4-8991-b49ccd749cdc___RS_HL 2023.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;15a5c256-859d-4cff-8b3f-597b8baf3329___RS_HL 4843.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;3303d3bf-c26b-47b9-ade2-b51348eaf7a1___RS_HL 4465.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;2acb16d1-598e-4ee1-9b54-eecfba7d4fc3___RS_HL 1754.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;5d541b79-2861-493a-b121-c4f0a60be3d2___RS_HL 4607.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;36a5809f-afaf-4c09-ab0c-023ce4fb2ba6___RS_HL 4592.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;672fc7b7-9bb6-4966-9240-41214be74253___RS_HL 1716.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;ebd8d3f6-aa1e-4cc0-acb0-3e6c1ceb4bae___RS_HL 4379.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;feea7aff-b70c-46dd-8ff4-be06e7920fa9___RS_HL 1807.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;2e75a60a-af82-45cf-abe0-1d13d63dc6fa___RS_HL 2017.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;dd6cb157-def3-4bcc-917c-4815199655a2___RS_HL 1915.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;4c3cc96f-e1d9-4237-b72d-2a1ea0a755f8___RS_HL 2167.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;26fb9410-2d79-482d-bff7-a6210dda4c07___RS_HL 1746.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;f0a6a862-b797-416e-8303-8f45a5d3afc4___RS_HL 4630.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;a17e91e2-3daf-4f30-8976-9ea23b6bdf94___RS_HL 2053.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;525ea4dd-84e2-4a43-9927-41cd69543db4___RS_HL 4457.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;d75e13ee-2b6a-4457-9a06-acf9fc07dfd9___RS_HL 4385.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;09b43094-79ca-4404-aafc-4c93eac76e06___RS_HL 4347.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;773c7c51-2595-4de4-b4e2-197d1e00f497___RS_HL 4817.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;9bedf987-74de-4682-9458-61b01d98a26f___RS_HL 1876.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;a8e5f630-3a7c-4b71-8b14-0ecdfda521ac___RS_HL 4719.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;23471535-c155-435a-b538-a1647bb13e08___RS_HL 4742.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;a2a27584-137c-4cd7-bb60-90a3f90c461e___RS_HL 1795.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;37240ad5-3437-49e3-85e0-aec8750e2c39___RS_HL 2064.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;77b3d4a4-0712-4e25-bc50-57c12961f7d2___RS_HL 4519.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;768de271-ba00-4cfe-b785-ccc7deedbcce___RS_HL 2081.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;fa64957a-0164-4221-b920-0e68670bf59b___RS_HL 2194.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;7e02bc12-a026-4aff-88b1-78dcd0a97fa1___RS_HL 1889.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;672451d5-6018-4abf-87f8-7b1c0b066136___RS_HL 1902.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;a5f3534e-b953-4925-abfa-999eeb8aaf64___RS_HL 4845.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;bbd6eeef-95ad-4277-85a4-243de6d117d6___RS_HL 4518.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;d491c6dc-d208-4199-a764-a98d72a85e5c___RS_HL 1674.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;fb8db167-dda8-4bda-99a5-d7b688b14e89___RS_HL 4442.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;ac88dc9c-7333-4871-8e85-25279d2a552e___RS_HL 4388.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;2dbd44d9-8c98-45ac-92a3-e6e65aac4dd5___RS_HL 4818.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;3721986d-7a03-40e5-8602-7483704c5560___RS_HL 2169.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;b7f04b0d-c128-42f8-a0ea-2d8f24149ffd___RS_HL 1681.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;677ba255-d1ac-48b7-9847-dd9abc1a8db8___RS_HL 1887.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;23f8718a-9556-4ad1-a9a0-4c895ee5a91b___RS_HL 2226.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;b4d26c7f-f0e0-4ab5-bc2e-a47d4285df67___RS_HL 1998.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;275f8963-f4f4-4903-962b-1da716725d08___RS_HL 4780.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;65b83aea-55da-4f73-a4bd-ee81843e436b___RS_HL 1651.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;4cdda951-679e-430d-b7a3-f8cc6c95a5b8___RS_HL 1726.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;aca02f14-5945-4687-9f08-7575f061e4b0___RS_HL 4876.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;0861080e-6bef-4f10-81d9-7d51cda6b243___RS_HL 1938.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;2a3f18fd-758e-493f-86c4-cc8edf18b533___RS_HL 1901.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;4a11d51c-32a7-41b1-b089-8caf4c467b02___RS_HL 4815.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;1d184771-bec1-4c8b-9391-d2a506b53e60___RS_HL 4704.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;4670637d-5678-48d5-9347-079e65734650___RS_HL 4750.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;9dcb731c-e7fa-4193-a844-226a17ca04e9___RS_HL 4479.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;c00b240e-63b9-4b16-b7ba-958f0be960e4___RS_HL 1684.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;9f807512-4c4c-46f9-a9d1-66f398f29bfb___RS_HL 1873.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;3cffaab3-eb47-4ba7-8596-35445be017fc___RS_HL 2217.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;04cb725a-632d-44e0-9886-c84e2bbdd3da___RS_HL 2094.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;ab2c9916-41d9-4b71-a678-896575726cf4___RS_HL 1713.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;091b0459-1a9a-4a60-b59f-3de2faedb6f8___RS_HL 2101.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;d069637f-101f-4e6a-84d3-5f646a6bbff7___RS_HL 2050.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;6b871851-ec5f-4e79-b850-bfdaed9759c5___RS_HL 4446.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;52f02bf8-07cd-4c64-af80-62d4cf0fad92___RS_HL 4662.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;cf3dedf3-38ff-46bb-b016-5d76a3239914___RS_HL 4414.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;1d92fcef-79d0-469b-b9b1-71a318505821___RS_HL 4487.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;73cc96dc-59d4-4a43-91ed-8286de00beea___RS_HL 4593.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;daf99263-f38b-4aa6-ac5e-c82a10065773___RS_HL 1800.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;6f058362-f5b8-4602-b1ee-0e13143658f7___RS_HL 4513.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;27380fd9-9d5d-41b2-b4a4-f1c1f1fd58ab___RS_HL 1712.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;ee0f49c6-8884-4e96-8ebc-ceec0b9b69c4___RS_HL 1632.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;a654fbca-ecfd-405e-89d0-a7e5c97926ab___RS_HL 4365.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;e5d59ce2-d47d-45f9-b3e0-03f5797c981e___RS_HL 4372.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
Strawberry__healthy;765d2e6e-9011-41c3-b2aa-9ed31601f223___RS_HL 1859.JPG;Strawberry;healthy;Si;Strawberry_healthy;Fresa;Fresa_Saludable;Saludable;Saludable;Saludable
